pos
-10000,0,-10000
XŽ², YŽ², ZŽ²
-1250,0,1250
-1200,0,1250
-1150,0,1250
-1100,0,1250
-1050,0,1250
-1000,0,1250
-950,0,1250
-900,0,1250
-850,0,1250
-800,0,1250
-750,0,1250
-700,0,1250
-650,0,1250
-600,0,1250
-550,0,1250
-500,0,1250
-450,0,1250
-400,0,1250
-350,0,1250
-300,0,1250
-250,0,1250
-200,0,1250
-150,0,1250
-100,0,1250
-50,0,1250
0,0,1250
50,0,1250
100,0,1250
150,0,1250
200,0,1250
250,0,1250
300,0,1250
350,0,1250
400,0,1250
450,0,1250
500,0,1250
550,0,1250
600,0,1250
650,0,1250
700,0,1250
750,0,1250
800,0,1250
850,0,1250
900,0,1250
950,0,1250
1000,0,1250
1050,0,1250
1100,0,1250
1150,0,1250
1200,0,1250
1250,0,1250
-1250,0,1200
-1200,0,1200
-1150,0,1200
-1100,0,1200
-1050,0,1200
-1000,0,1200
-950,0,1200
-900,0,1200
-850,0,1200
-800,0,1200
-750,0,1200
-700,0,1200
-650,0,1200
-600,0,1200
-550,0,1200
-500,0,1200
-450,0,1200
-400,0,1200
-350,0,1200
-300,0,1200
-250,0,1200
-200,0,1200
-150,0,1200
-100,0,1200
-50,0,1200
0,0,1200
50,0,1200
100,0,1200
150,0,1200
200,0,1200
250,0,1200
300,0,1200
350,0,1200
400,0,1200
450,0,1200
500,0,1200
550,0,1200
600,0,1200
650,0,1200
700,0,1200
750,0,1200
800,0,1200
850,0,1200
900,0,1200
950,0,1200
1000,0,1200
1050,0,1200
1100,0,1200
1150,0,1200
1200,0,1200
1250,0,1200
-1250,0,1150
-1200,0,1150
-1150,0,1150
-1100,0,1150
-1050,0,1150
-1000,0,1150
-950,0,1150
-900,0,1150
-850,0,1150
-800,0,1150
-750,0,1150
-700,0,1150
-650,0,1150
-600,0,1150
-550,0,1150
-500,0,1150
-450,0,1150
-400,0,1150
-350,0,1150
-300,0,1150
-250,0,1150
-200,0,1150
-150,0,1150
-100,0,1150
-50,0,1150
0,0,1150
50,0,1150
100,0,1150
150,0,1150
200,0,1150
250,0,1150
300,0,1150
350,0,1150
400,0,1150
450,0,1150
500,0,1150
550,0,1150
600,0,1150
650,0,1150
700,0,1150
750,0,1150
800,0,1150
850,0,1150
900,0,1150
950,0,1150
1000,0,1150
1050,0,1150
1100,0,1150
1150,0,1150
1200,0,1150
1250,0,1150
-1250,0,1100
-1200,0,1100
-1150,0,1100
-1100,0,1100
-1050,0,1100
-1000,0,1100
-950,0,1100
-900,0,1100
-850,0,1100
-800,0,1100
-750,0,1100
-700,0,1100
-650,0,1100
-600,0,1100
-550,0,1100
-500,0,1100
-450,0,1100
-400,0,1100
-350,0,1100
-300,0,1100
-250,0,1100
-200,0,1100
-150,0,1100
-100,0,1100
-50,0,1100
0,0,1100
50,0,1100
100,0,1100
150,0,1100
200,0,1100
250,0,1100
300,0,1100
350,0,1100
400,0,1100
450,0,1100
500,0,1100
550,0,1100
600,0,1100
650,0,1100
700,0,1100
750,0,1100
800,0,1100
850,0,1100
900,0,1100
950,0,1100
1000,0,1100
1050,0,1100
1100,0,1100
1150,0,1100
1200,0,1100
1250,0,1100
-1250,0,1050
-1200,0,1050
-1150,0,1050
-1100,0,1050
-1050,0,1050
-1000,0,1050
-950,0,1050
-900,0,1050
-850,0,1050
-800,0,1050
-750,0,1050
-700,0,1050
-650,0,1050
-600,0,1050
-550,0,1050
-500,0,1050
-450,0,1050
-400,0,1050
-350,0,1050
-300,0,1050
-250,0,1050
-200,0,1050
-150,0,1050
-100,0,1050
-50,0,1050
0,0,1050
50,0,1050
100,0,1050
150,0,1050
200,0,1050
250,0,1050
300,0,1050
350,0,1050
400,0,1050
450,0,1050
500,0,1050
550,0,1050
600,0,1050
650,0,1050
700,0,1050
750,0,1050
800,0,1050
850,0,1050
900,0,1050
950,0,1050
1000,0,1050
1050,0,1050
1100,0,1050
1150,0,1050
1200,0,1050
1250,0,1050
-1250,0,1000
-1200,0,1000
-1150,0,1000
-1100,0,1000
-1050,0,1000
-1000,0,1000
-950,0,1000
-900,0,1000
-850,0,1000
-800,0,1000
-750,0,1000
-700,0,1000
-650,0,1000
-600,0,1000
-550,0,1000
-500,0,1000
-450,0,1000
-400,0,1000
-350,0,1000
-300,0,1000
-250,0,1000
-200,0,1000
-150,0,1000
-100,0,1000
-50,0,1000
0,0,1000
50,0,1000
100,0,1000
150,0,1000
200,0,1000
250,0,1000
300,0,1000
350,0,1000
400,0,1000
450,0,1000
500,0,1000
550,0,1000
600,0,1000
650,0,1000
700,0,1000
750,0,1000
800,0,1000
850,0,1000
900,0,1000
950,0,1000
1000,0,1000
1050,0,1000
1100,0,1000
1150,0,1000
1200,0,1000
1250,0,1000
-1250,0,950
-1200,0,950
-1150,0,950
-1100,0,950
-1050,0,950
-1000,0,950
-950,0,950
-900,0,950
-850,0,950
-800,0,950
-750,0,950
-700,0,950
-650,0,950
-600,0,950
-550,0,950
-500,0,950
-450,0,950
-400,0,950
-350,0,950
-300,0,950
-250,0,950
-200,0,950
-150,0,950
-100,0,950
-50,0,950
0,0,950
50,0,950
100,0,950
150,0,950
200,0,950
250,0,950
300,0,950
350,0,950
400,0,950
450,0,950
500,0,950
550,0,950
600,0,950
650,0,950
700,0,950
750,0,950
800,0,950
850,0,950
900,0,950
950,0,950
1000,0,950
1050,0,950
1100,0,950
1150,0,950
1200,0,950
1250,0,950
-1250,0,900
-1200,0,900
-1150,0,900
-1100,0,900
-1050,0,900
-1000,0,900
-950,0,900
-900,0,900
-850,0,900
-800,0,900
-750,0,900
-700,0,900
-650,0,900
-600,0,900
-550,0,900
-500,0,900
-450,0,900
-400,0,900
-350,0,900
-300,0,900
-250,0,900
-200,0,900
-150,0,900
-100,0,900
-50,0,900
0,0,900
50,0,900
100,0,900
150,0,900
200,0,900
250,0,900
300,0,900
350,0,900
400,0,900
450,0,900
500,0,900
550,0,900
600,0,900
650,0,900
700,0,900
750,0,900
800,0,900
850,0,900
900,0,900
950,0,900
1000,0,900
1050,0,900
1100,0,900
1150,0,900
1200,0,900
1250,0,900
-1250,0,850
-1200,0,850
-1150,0,850
-1100,0,850
-1050,0,850
-1000,0,850
-950,0,850
-900,0,850
-850,0,850
-800,0,850
-750,0,850
-700,0,850
-650,0,850
-600,0,850
-550,0,850
-500,0,850
-450,0,850
-400,0,850
-350,0,850
-300,0,850
-250,0,850
-200,0,850
-150,0,850
-100,0,850
-50,0,850
0,0,850
50,0,850
100,0,850
150,0,850
200,0,850
250,0,850
300,0,850
350,0,850
400,0,850
450,0,850
500,0,850
550,0,850
600,0,850
650,0,850
700,0,850
750,0,850
800,0,850
850,0,850
900,0,850
950,0,850
1000,0,850
1050,0,850
1100,0,850
1150,0,850
1200,0,850
1250,0,850
-1250,0,800
-1200,0,800
-1150,0,800
-1100,0,800
-1050,0,800
-1000,0,800
-950,0,800
-900,0,800
-850,0,800
-800,0,800
-750,0,800
-700,0,800
-650,0,800
-600,0,800
-550,0,800
-500,0,800
-450,0,800
-400,0,800
-350,0,800
-300,0,800
-250,0,800
-200,0,800
-150,0,800
-100,0,800
-50,0,800
0,0,800
50,0,800
100,0,800
150,0,800
200,0,800
250,0,800
300,0,800
350,0,800
400,0,800
450,0,800
500,0,800
550,0,800
600,0,800
650,0,800
700,0,800
750,0,800
800,0,800
850,0,800
900,0,800
950,0,800
1000,0,800
1050,0,800
1100,0,800
1150,0,800
